45901.672	    44.3787
45902.977	    45.9770
45904.352	    43.6364
45905.672	    45.4545
45907.055	    43.3839
45908.406	    44.3787
45909.750	    44.6429
45911.031	    46.8384
45912.398	    43.8917
45913.711	    45.7317
45915.078	    43.8917
45916.359	    46.8384
45917.672	    45.7317
45918.898	    48.8998
45920.148	    48.0000
45921.383	    48.6224
45922.625	    48.3092
45923.898	    47.1328
45925.133	    48.6224
45926.430	    46.2606
45927.664	    48.6224
45928.977	    45.7317
45930.242	    47.3934
45931.508	    47.3934
45932.734	    48.8998
45934.016	    46.8384
45935.297	    46.8384
45936.539	    48.3092
45937.828	    46.5477
45939.047	    49.2207
45940.328	    46.8384
45941.562	    48.6224
45942.820	    47.6948
45944.102	    46.8384
45945.312	    49.5458
45946.539	    48.8998
45947.695	    51.9031
45948.820	    53.3333
45949.938	    53.7153
45951.047	    54.1028
45952.172	    53.3333
45953.312	    52.5854
45954.414	    54.4465
45955.547	    52.9568
45956.680	    52.9568
45957.789	    54.1028
45958.945	    51.9031
45960.109	    51.5464
45961.273	    51.5464
45962.508	    48.6224
45963.773	    47.3934
45965.086	    45.7317
45966.430	    44.6429
45967.734	    45.9770
45969.031	    46.2606
45970.305	    47.1328
45971.586	    46.8384
45972.891	    45.9770
45974.172	    46.8384
45975.500	    45.1807
45976.812	    45.7317
45978.148	    44.9102
45979.469	    45.4545
45980.742	    47.1328
45982.086	    44.6429
45983.414	    45.1807
45984.742	    45.1807
45986.070	    45.1807
45987.367	    46.2606
45988.695	    45.1807
45989.977	    46.8384
45991.281	    45.9770
45992.602	    45.4545
45993.867	    47.3934
45995.195	    45.1807
45996.492	    46.2606
45997.797	    45.9770
45999.094	    46.2606
46000.414	    45.4545
46001.773	    44.1501
46003.078	    45.9770
46004.398	    45.4545
46005.680	    46.8384
46006.969	    46.5477
46008.297	    45.1807
46009.562	    47.3934
46010.867	    45.9770
46012.156	    46.5477
46013.477	    45.4545
46014.844	    43.8917
46016.164	    45.4545
46017.531	    43.8917
46018.859	    45.1807
46020.242	    43.3839
46021.641	    42.9185
46023.008	    43.8917
46024.398	    43.1344
46025.797	    42.9185
46027.148	    44.3787
46028.539	    43.1344
46029.914	    43.6364
46031.297	    43.3839
46032.672	    43.6364
46033.984	    45.7317
46035.289	    45.9770
46036.586	    46.2606
46037.867	    46.8384
46039.094	    48.8998
46040.273	    50.8475
46041.430	    51.9031
46042.617	    50.5051
46043.836	    49.2207
46045.070	    48.6224
46046.352	    46.8384
46047.656	    45.9770
46048.930	    47.1328
46050.242	    45.7317
46051.500	    47.6948
46052.758	    47.6948
46054.031	    47.1328
46055.266	    48.6224
46056.500	    48.6224
46057.672	    51.1945
46058.828	    51.9031
46059.969	    52.5854
46061.102	    52.9568
46062.211	    54.1028
46063.336	    53.3333
46064.430	    54.8446
46065.516	    55.2486
46066.594	    55.6586
46067.656	    56.4972
46068.695	    57.7478
46069.750	    56.8720
46070.836	    55.2486
46071.930	    54.8446
46073.070	    52.5854
46074.234	    51.5464
46075.461	    48.8998
46076.750	    46.5477
46078.008	    47.6948
46079.312	    45.9770
46080.586	    47.1328
46081.867	    46.8384
46083.148	    46.8384
46084.383	    48.6224
46085.680	    46.2606
46086.953	    47.1328
46088.219	    47.3934
46089.500	    46.8384
46090.766	    47.3934
46092.078	    45.7317
46093.297	    49.2207
46094.703	    42.6743
46096.000	    46.2606
46097.258	    47.6948
46098.570	    45.7317
46099.883	    45.7317
46101.305	    42.1941
46102.703	    42.9185
46104.102	    42.9185
46105.523	    42.1941
46106.859	    44.9102
46108.227	    43.8917
46109.602	    43.6364
46110.969	    43.8917
46112.312	    44.6429
46113.648	    44.9102
46114.984	    44.9102
46116.320	    44.9102
46117.734	    42.4328
46119.117	    43.3839
46120.547	    41.9580
46121.938	    43.1344
46123.344	    42.6743
46124.680	    44.9102
46126.016	    44.9102
46127.383	    43.8917
46128.719	    44.9102
46130.141	    42.1941
46131.516	    43.6364
46132.859	    44.6429
46134.219	    44.1501
46135.547	    45.1807
46136.906	    44.1501
46138.234	    45.1807
46139.547	    45.7317
46140.867	    45.4545
46142.172	    45.9770
46143.516	    44.6429
46144.875	    44.1501
46146.273	    42.9185
46147.695	    42.1941
46149.078	    43.3839
46150.445	    43.8917
46151.703	    47.6948
46152.945	    48.3092
46154.117	    51.1945
46155.258	    52.5854
46156.375	    53.7153
46157.547	    51.1945
46158.789	    48.3092
46160.062	    47.1328
46161.422	    44.1501
46162.781	    44.1501
46164.133	    44.3787
46165.523	    43.1344
46166.906	    43.3839
46168.289	    43.3839
46169.641	    44.3787
46170.930	    46.5477
46172.297	    43.8917
46173.641	    44.6429
46175.023	    43.3839
46176.375	    44.3787
46177.734	    44.1501
46179.102	    43.8917
46180.445	    44.6429
46181.836	    43.1344
46183.242	    42.6743
46184.680	    41.7246
